Volcano Name,Country,Volcanic Region,Volcanic Province,Volcano Landform,Primary Volcano Type,Activity Evidence,Last Known Eruption,Latitude,Longitude,Elevation (m),Tectonic Setting,Dominant Rock Type
Steller,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,58.43,-154.4,2272,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Kukak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Unrest / Holocene,Unknown,58.453,-154.355,2043,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Kaguyak,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Caldera,Lava dome(s),Eruption Dated,3850 BCE,58.6113,-154.0245,901,Subduction zone / Continental crust (>25 km),Dacite
Fourpeaked,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2006 CE,58.77,-153.672,2105,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Douglas,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Evidence Credible,Unknown,58.855,-153.542,2140,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Augustine,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Lava dome(s),Eruption Observed,2006 CE,59.3626,-153.435,1218,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Iliamna,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1876 CE,60.032,-153.09,3053,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Redoubt,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2009 CE,60.485,-152.742,3108,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Spurr,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1992 CE,61.299,-152.251,3374,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Hayes,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1200 CE,61.64,-152.411,3034,Subduction zone / Continental crust (>25 km),Dacite
St. Paul Island,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Shield,Shield,Eruption Dated,1280 BCE,57.167,-170.213,203,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Ingakslugwat Hills,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,61.43,-164.47,190,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
St. Michael,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,63.45,-162.12,715,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Imuruk Lake,United States,North American Volcanic Regions,Northern Alaska-Bering Sea Volcanic Province,Cluster,Volcanic field,Eruption Dated,300 CE,65.517,-163.45,610,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Buzzard Creek,United States,North American Volcanic Regions,Alaska Peninsula Volcanic Arc,Minor (Basaltic),Tuff ring(s),Eruption Dated,1050 BCE,64.0616,-148.4327,830,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Wrangell,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Shield,Shield,Eruption Observed,1912 CE,62.006,-144.017,4278,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite
Churchill,United States,North American Volcanic Regions,Wrangell Volcanic Arc,Composite,Stratovolcano,Eruption Dated,847 CE,61.38,-141.75,5005,Intraplate / Continental crust (>25 km),Dacite
Edgecumbe,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,Eruption Dated,2080 BCE,57.05,-135.75,970,Intraplate / Continental crust (>25 km),Andesite / Basaltic Andesite
Duncan Canal,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,56.5,-133.1,15,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Tlevak Strait-Suemez Island,United States,North American Volcanic Regions,Queen Charlotte Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,55.25,-133.3,50,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Behm Canal-Rudyerd Bay,United States,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,55.35,-131,500,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Fort Selkirk,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,62.93,-137.38,1239,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Alligator Lake,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,60.42,-135.42,2217,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Atlin Volcanic Field,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Pyroclastic cone(s),Evidence Credible,Unknown,59.708,-133.358,1880,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Tuya Volcanic Field,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Heart Peaks,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,58.6,-131.97,2012,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Level Mountain,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Uncertain,Unknown,58.42,-131.35,2164,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
Edziza,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Composite,Stratovolcano,Eruption Dated,950 CE,57.72,-130.63,2786,Intraplate / Continental crust (>25 km),Trachyte / Trachydacite
Spectrum Range,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Shield,Shield,Evidence Credible,Unknown,57.43,-130.68,2430,Intraplate / Continental crust (>25 km),Rhyolite
Hoodoo Mountain,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Minor,Pyroclastic cone(s),Eruption Dated,7050 BCE,56.78,-131.28,1850,Intraplate / Continental crust (>25 km),Phonolite
Iskut-Unuk River Cones,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Cluster,Pyroclastic cone(s),Eruption Dated,1800 CE,56.567,-130.75,1880,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Tseax River Cone,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Minor (Basaltic),Pyroclastic cone,Eruption Dated,1690 CE,55.1109,-128.8991,612,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Crow Lagoon,Canada,North American Volcanic Regions,Northern Cordilleran Volcanic Province,Minor,Pyroclastic cone,Evidence Credible,Unknown,54.7,-130.23,335,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Milbanke Sound Group,Canada,North American Volcanic Regions,Queen Charlotte Volcanic Province,Minor (Basaltic),Pyroclastic cone(s),Evidence Credible,Unknown,52.498,-128.723,233,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Nazko,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Minor (Basaltic),Pyroclastic cone(s),Eruption Dated,5220 BCE,52.928,-123.732,1238,Intraplate / Continental crust (>25 km),Trachybasalt / Tephrite Basanite
Wells Gray-Clearwater,Canada,North American Volcanic Regions,Interior Western Canada Volcanic Province,Cluster,Volcanic field,Eruption Dated,1550 CE,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Basalt / Picro-Basalt
Silverthrone,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Caldera,Evidence Credible,Unknown,51.5179,-126.1133,2860,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Bridge River Cones,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,50.8,-123.4,2500,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Meager,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Complex,Eruption Dated,410 BCE,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Dacite
Garibaldi Lake,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,49.933,-123,2316,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Garibaldi,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano,Eruption Dated,8060 BCE,49.85,-123,2678,Subduction zone / Continental crust (>25 km),Dacite
Cayley Volcanic Field,Canada,North American Volcanic Regions,Garibaldi Volcanic Arc,Cluster,Volcanic field,Evidence Credible,Unknown,50.12,-123.28,2375,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Baker,United States,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano(es),Eruption Observed,1880 CE,48.777,-121.813,3285,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Glacier Peak,United States,North American Volcanic Regions,Garibaldi Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1700 CE,48.112,-121.113,3213,Subduction zone / Continental crust (>25 km),Dacite
Rainier,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,1450 CE,46.853,-121.76,4392,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Adams,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,950 CE,46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
St. Helens,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,2008 CE,46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Dacite
West Crater,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,5750 BCE,45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Indian Heaven,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,6250 BCE,45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Hood,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1866 CE,45.374,-121.695,3426,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Jefferson,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,950 CE,44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Blue Lake Crater,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor (Basaltic),Maar,Eruption Dated,680 CE,44.4125,-121.7686,1136,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Sand Mountain Field,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,950 BCE,44.38,-121.93,1664,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Belknap,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield(s),Eruption Dated,480 CE,44.285,-121.841,2095,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Three Sisters,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Complex,Eruption Dated,439 CE,44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Bachelor,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Dated,5800 BCE,43.979,-121.688,2763,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Davis Lake,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Cluster,Volcanic field,Eruption Dated,2790 BCE,43.57,-121.82,2163,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Newberry,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,Eruption Dated,690 CE,43.722,-121.229,2434,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Devils Garden,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,Evidence Uncertain,Unknown,43.512,-120.861,1698,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Cinnamon Butte,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Minor (Basaltic),Pyroclastic cone(s),Evidence Uncertain,Unknown,43.2411,-122.1111,1958,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Crater Lake,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Caldera,Caldera,Eruption Dated,2850 BCE,42.942,-122.107,2487,Subduction zone / Continental crust (>25 km),Dacite
Diamond Craters,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,Eruption Dated,5610 BCE,43.1,-118.75,1435,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Jordan Craters,United States,North American Volcanic Regions,High Lava Plains Volcanic Province,Cluster,Volcanic field,Eruption Dated,1250 BCE,43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Shasta,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1250 CE,41.409,-122.193,4317,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Medicine Lake,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Shield,Shield,Eruption Dated,1060 CE,41.611,-121.554,2412,Subduction zone / Continental crust (>25 km),Basalt / Picro-Basalt
Lassen Volcanic Center,United States,North American Volcanic Regions,High Cascades Volcanic Arc,Composite,Stratovolcano,Eruption Observed,1917 CE,40.492,-121.508,3187,Subduction zone / Continental crust (>25 km),Andesite / Basaltic Andesite
Clear Lake Volcanic Field,United States,North American Volcanic Regions,California Coast Ranges Volcanic Province,Cluster,Volcanic field,Evidence Credible,Unknown,38.97,-122.77,1439,Subduction zone / Continental crust (>25 km),Dacite
Mono Lake Volcanic Field,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Eruption Dated,1790 CE,38,-119.03,2121,Rift zone / Continental crust (>25 km),Dacite
Mono-Inyo Craters,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Lava dome(s),Eruption Dated,1380 CE,37.804,-119.029,2796,Rift zone / Continental crust (>25 km),Rhyolite
Mammoth Mountain,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Minor,Lava dome(s),Eruption Dated,1260 CE,37.631,-119.032,3369,Rift zone / Continental crust (>25 km),Trachyte / Trachydacite
Ubehebe Craters,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Minor,Maar(s),Eruption Dated,150 BCE,37.02,-117.45,752,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Salton Buttes,United States,Eastern Pacific Volcanic Regions,Gulf of California Rift Province,Minor (Silicic),Lava dome(s),Eruption Dated,210 CE,33.197,-115.616,-40,Rift zone / Continental crust (>25 km),Rhyolite
Black Butte Crater Lava Field,United States,North American Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Shield,Shield,Eruption Dated,8400 BCE,43.183,-114.352,1478,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Craters of the Moon,United States,North American Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Cluster,Volcanic field,Eruption Dated,130 BCE,43.371,-113.493,2005,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Wapi Lava Field,United States,North American Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Shield,Shield,Eruption Dated,300 BCE,42.886,-113.216,1597,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Hell's Half Acre,United States,North American Volcanic Regions,Yellowstone-Snake River Hotspot Volcano Group,Shield,Shield,Eruption Dated,3250 BCE,43.5,-112.45,1631,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Soda Lakes,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Minor (Basaltic),Maar(s),Evidence Credible,Unknown,39.525,-118.8778,1251,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Markagunt Plateau,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Evidence Credible,1050 CE,37.58,-112.67,2840,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
Black Rock Desert,United States,North American Volcanic Regions,Basin and Range Volcanic Province,Cluster,Volcanic field,Eruption Dated,1290 CE,38.97,-112.5,1800,Rift zone / Continental crust (>25 km),Basalt / Picro-Basalt
